CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U00304HP2006PTC029506,SURITI REMEDIES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-01-06,Himachal Pradesh,100000,100000,304,Unclassified,"SCO 5, BLOCK-2, SDA COMMERCIALCOMPLEX, KASUMPTI, SHIMLA-171 009. SHIMLA-171 009. , Unclassified HP 000000",RoC-Himachal Pradesh,MANOHARBANSAL@GMAIL.COM,NA,NA
U00304HP2006PTC029871,AVEDA HERBS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-03-06,Himachal Pradesh,500000,100000,304,Unclassified,"GLENVIEW ESTATE,FORESWT HILLROAD, SHIMLA. H.P. ROAD, SHIMLA. H.P. , Unclassified HP 000000",RoC-Himachal Pradesh,sarjit_saini@yahoo.co.in,31-03-19,31-03-19
U00305HP2005PLC029169,BHARAT HEALTHCARE LIMITED,Active,Public,Company limited by Shares,Non-govt company,10-11-05,Himachal Pradesh,20000000,20000000,305,Unclassified,"DHARAMPUR SABATHU ROAD,CHABACH KHURD, PARGANA LACHRANG, TEH.KASAULI, DISTT.SOLAN (HP). , Solan Unclassified HP 000000",RoC-Himachal Pradesh,kapilgargpta@yahoo.com,31-03-14,31-03-14
U00313HP2005PTC029183,DEE ESS FOILS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,14-11-05,Himachal Pradesh,100000,100000,313,Unclassified,"C/O DECENT FURNITURE,MODER COMPLEX, SAI ROAD, BADDI, DISTT.SOLAN (HP). BADDI, DISTT.SOLAN (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U00314HP2005PTC029267,GURUJEE GASES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-11-05,Himachal Pradesh,5000000,100000,314,Unclassified,"PINJORE ROAD, NEAR RADHASWAMI SATSANG BHAWAN NALAGARH DISTT. SOLAN (HP). DISTT. SOLAN (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,argases7@gmail.com,31-03-20,31-03-20
U00364HP2005PTC029177,EXPERT ELECTRICALS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,14-11-05,Himachal Pradesh,5000000,3700000,364,Unclassified,"OLD EXCISE BUILDING,SAI ROAD, BADDI, DISTT.SOLAN (HP). DISTT.SOLAN (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,gensets@hotmail.com,31-03-16,31-03-16
U00365HP2006PTC029832,BALAJI EMBEDDED TECHNOLOGIES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-02-06,Himachal Pradesh,100000,100000,365,Unclassified,"5,PATHANKOT ROAD,N.H. 20 NEARVIPASA SADAN BHIULI MANDI (H.P.) (H.P.) , Unclassified HP 000000",RoC-Himachal Pradesh,ca_nareshmandi@yahoo.co.in,31-03-13,31-03-13
U00380HP2006PTC029500,ANANT MACHINES & EQUIPMENT PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-01-06,Himachal Pradesh,500000,102000,380,Unclassified,"GOALTHAI, DISTT.BILASPUR,(HP). (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,amit.accounts@erawatgroup.com,31-03-20,31-03-20
U00388HP2005PTC029193,SAJLA HYDRO POWER PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,17-11-05,Himachal Pradesh,500000,100000,388,Unclassified,"NEAR BEAS BRIDGE, MANALI,DISTT. KULLU (HP). DISTT. KULLU (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,NA,31-03-06,31-03-06
U00388HP2005PTC029374,HIMPRABHA POWER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-12-05,Himachal Pradesh,900000,400100,388,Unclassified,"VILL. KARNAGUHI, P.O. PANTEHRETEH. GHUMARWIN DISTT. BILASPUR (HP). BILASPUR (HP). , Unclassified HP 175127",RoC-Himachal Pradesh,vijayksharma19@gmail.com,31-03-20,31-03-20
U00388HP2005PTC029375,OM SAI RAM HYDRO POWER PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,16-12-05,Himachal Pradesh,100000,100000,388,Unclassified,"CHOUGHAN BAZAR, NURPUR,DISTT. KANGRA (HP). DISTT. KANGRA (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U00388HP2006PTC029452,G.K.HYDRO ENERGY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,02-01-06,Himachal Pradesh,150000,150000,388,Unclassified,"VPO & TEH. BHARMOUR,DISTT.CHAMBA (HP). DISTT.CHAMBA (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U00388HP2006PTC029455,VENUS HYDRO PROJECTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,02-01-06,Himachal Pradesh,200000,100000,388,Unclassified,"98/6, SAMKHETAR BAZAR,MANDI, DISTT.MANDI (HP). MANDI, DISTT.MANDI (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,ca_nareshmandi@yahoo.co.in,NA,NA
U00388HP2006PTC029480,J.S. HYDRO PROJECTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-01-06,Himachal Pradesh,500000,100000,388,Unclassified,"FANCY GUEST HOUSE,DHOLPUR, DISTT.KULLU (HP). DHOLPUR, DISTT.KULLU (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,hsthakuraca2008@gmail.com,31-03-17,31-03-17
U00388HP2006PTC029536,BEAS PROJECTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,13-01-06,Himachal Pradesh,10000000,100000,388,Unclassified,"Eadara Satyanarayana,Murthy House No B 4 Line No 1,Sector 1 NEW SHIMLA , Shimla Unclassified HP 171001",RoC-Himachal Pradesh,wimpykh12@rediffmail.com,31-03-12,31-03-12
U00500HP2006PTC029496,TEK CHAND CONSTRUCTIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,06-01-06,Himachal Pradesh,100000,100000,500,Unclassified,"VILLAGE BARI, P.O. GUMANU,MANDI, (HP). MANDI, (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U00501HP2006PTC029840,JAKHU ROPEWAYS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,06-03-06,Himachal Pradesh,500000,100000,501,Unclassified,"18 B,SDA COMPLEX,KASAUNPTI,SHIMLA. 171009 171009 , Unclassified HP 000000",RoC-Himachal Pradesh,jagson-id@eth.net,31-03-08,31-03-08
U00892HP2006PTC029508,IMPACT WEBCOM TECHNORITE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-01-06,Himachal Pradesh,300000,100000,892,Unclassified,"WALIA COTTAGE, 4TH FLOOR LAKKAR BAZAR, SHIMLA (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,RAJEEVSOOD_CO@YAHOO.CO.IN,31-03-14,31-03-14
U00893HP2006PTC029530,PATHANIA SECURITY SERVICES PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,13-01-06,Himachal Pradesh,100000,100000,893,Unclassified,"VPO LOWER SUNHET, TEH.DEHRA GOPIPUR, DISTT.KANGRA (HP). DISTT.KANGRA (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U00899HP2005PTC029357,V.J.IMMIGRATION SERVICES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,14-12-05,Himachal Pradesh,100000,100000,899,Unclassified,"RISHABH ISPAT COLONY,DATTOWAL, TEH. NALAGARH, DISTT.SOLAN (HP). DISTT.SOLAN (HP). , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U01100HP2001PTC024441,FRUIT OF KARMA VENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-06-01,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","RAJDHANI HOTEL SHIMLA , Shimla Unclassified HP 171001",RoC-Himachal Pradesh,rajeevsood_co@yahoo.co.in,31-03-20,31-03-20
U01100HP2011PTC031686,KOLAR HERBS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-06-11,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE & POST OFFICE - KOLAR VIA NAHAN, HIMACHAL PRADESH PAONTA SAHIB , Unclassified HP 173001",RoC-Himachal Pradesh,accordchd.dsc@gmail.com,31-03-20,31-03-20
U01100HP2013PTC000469,HIMALAYAN PIONEERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,11-07-13,Himachal Pradesh,20000000,3600000,1100,"Agriculture, hunting and related service activities","lower dobhi bihal P.O. Dobhi kullu , Kulu Unclassified HP 175129",RoC-Himachal Pradesh,ira910@gmail.com,31-03-17,31-03-17
U01100HP2016PTC006197,SAINDHAR PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-04-16,Himachal Pradesh,500000,100000,1100,"Agriculture, hunting and related service activities","Shop No -1 & 2 DADAHU SIRMAUR , Sirmaur Unclassified HP 173022",RoC-Himachal Pradesh,harinder7751@gmail.com,31-03-19,31-03-19
U01100HP2016PTC006233,CHURESHAWAR FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,27-05-16,Himachal Pradesh,1000000,248800,1100,"Agriculture, hunting and related service activities","BALYANDHAR CHOKAR TEHSIL SANGRAH , Sirmaur Unclassified HP 173104",RoC-Himachal Pradesh,grab.pramod@gmail.com,31-03-20,31-03-20
U01100HP2016PTC006242,AGRIPOST PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-06-16,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","GROUND VILLA, NEELKUNJ AREA, SANJAULI, SHIMLA SHIMLA , Shimla Unclassified HP 171006",RoC-Himachal Pradesh,chauhan77m@gmail.com,NA,NA
U01100HP2016PTC006249,OJASKAR AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-06-16,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","MOHAN LAI SHARMA, VILLAGE BHAKRAS TEHSIL KARSOG HIMACHAL PRADESH , Mandi Unclassified HP 175011",RoC-Himachal Pradesh,atultiwari87@gmail.com,31-03-20,31-03-20
U01100HP2016PTC006254,SOLAN SIRMOUR KISAAN SAMRIDHI PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-06-16,Himachal Pradesh,500000,500000,1100,"Agriculture, hunting and related service activities","C/O SAGAR SINGH S/O LATE BHAGAT RAM VILLAGE BAROG, POST PRATHA, TH. KASAULI SOLAN , Solan Unclassified HP 173203",RoC-Himachal Pradesh,dureshthakur99@gmail.com,31-03-20,31-03-20
U01100HP2016PTC006278,SRI SRIBHAMA AGRIFRESH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-07-16,Himachal Pradesh,1000000,100000,1100,"Agriculture, hunting and related service activities","H.N.6 SRI SRI NIWAS AIRA HOMES KASUMPATI shimla , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,sukhdev052@gmail.com,NA,NA
U01100HP2016PTC006442,BANASAR KISAAN SAMRIDHI PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,30-12-16,Himachal Pradesh,500000,303000,1100,"Agriculture, hunting and related service activities","C/O VIRENDRA KUMAR SHARMA S/O SHRI HARI KISHAN, VILLAGE GADYAR POST GAI GHAT, TH. KASAULI SOLAN , Solan Unclassified HP 173220",RoC-Himachal Pradesh,banasarkspcl@gmail.com,31-03-20,31-03-20
U01100HP2017PTC006488,HAVEN INDIA PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-02-17,Himachal Pradesh,1000000,587190,1100,"Agriculture, hunting and related service activities","VILLAGE BHAYARTA P.O. CHUNAHAN, TEHSIL BALH MANDI , Mandi Unclassified HP 175027",RoC-Himachal Pradesh,jkjagran@gmail.com,31-03-20,31-03-20
U01100HP2017PTC006762,AKHIL AGRO SOULS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,18-10-17,Himachal Pradesh,100000,50000,1100,"Agriculture, hunting and related service activities","Rana Niwas, Lower Khalini, P.O. Rajhana SHIMLA , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,akhilnith7@gmail.com,31-03-19,31-03-19
U01100HP2018PTC006872,BHOOMI HITECH FARM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-02-18,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","C/O VEENA KUMARI W/O PIARE LAL IPH COLONY GHUMARWIN , Bilaspur Unclassified HP 174021",RoC-Himachal Pradesh,bhoomihitechfarm@gmail.com,NA,31-03-18
U01100HP2018PTC006955,MANDI AGROTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-04-18,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE DADOUR, P.O-NERCHOWK, TEHSIL-BALH, , Mandi Unclassified HP 175008",RoC-Himachal Pradesh,sukhbirca99@gmail.com,31-03-20,31-03-20
U01100HP2018PTC007058,AURICULARIA AGROTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-06-18,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","VPO JHABOLA IN JHANDUTTA BILASPUR , Bilaspur Unclassified HP 174030",RoC-Himachal Pradesh,vishal_1509000@yahoo.com,NA,NA
U01100HP2018PTC007270,SUN SHINE AGRO DEVELOPERS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,17-12-18,Himachal Pradesh,1000000,100000,1100,"Agriculture, hunting and related service activities","C/O DEVI ROOP, VILLAGE DADOUR, P.O. DHABAN, TEHSIL BALH MANDI , Mandi Unclassified HP 175027",RoC-Himachal Pradesh,company2050.7@gmail.com,31-03-19,31-03-19
U01100HP2019PTC007360,JAI MATA DEE NATURE FRESH PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,26-02-19,Himachal Pradesh,1000000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE AKANTWARI 1533 TEH KUMARSAIN,PO KANDYALI NARKANDA , Shimla Unclassified HP 171229",RoC-Himachal Pradesh,amansharma221@gmail.com,31-03-20,31-03-20
U01100HP2019PTC007373,KANGTA AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-03-19,Himachal Pradesh,1000000,100000,1100,"Agriculture, hunting and related service activities","S/O MAN SINGH,NEAR GOVT HIGH SCHHOL, KAMLAR,KANGTA (76), KANGTA FAILAG SIRMAUR , Sirmaur Unclassified HP 173022",RoC-Himachal Pradesh,CHETANPUNDIR21@GMAIL.COM,NA,NA
U01100HP2019PTC007448,HIMGANIC FARMERS PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,03-05-19,Himachal Pradesh,1000000,500000,1100,"Agriculture, hunting and related service activities","C/O THAKUR SINGH, SHAKTI NAGAR TEHSIL-ROHRU SHIMLA , Shimla Unclassified HP 171207",RoC-Himachal Pradesh,hpcorporateservices@gmail.com,31-03-20,31-03-20
U01100HP2019PTC007489,GREEN HIM FOOD PROCESSING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,11-06-19,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","C/O PURKHU RAM, WARD NO.3, VILLAGE JIA, P.O. BUNTAR,DIST. KULU, JIA , Kulu Unclassified HP 175126",RoC-Himachal Pradesh,greenhim157@gmail.com,NA,NA
U01100HP2019PTC007503,CBD BIOMEDICA (INDIA) PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-06-19,Himachal Pradesh,500000,50000,1100,"Agriculture, hunting and related service activities","C/o Mohinder Singh, Khasra No. 4-17, Joraspatti, Village Basal, SOLAN , Solan Unclassified HP 173213",RoC-Himachal Pradesh,karandhaliwal@gmail.com,NA,NA
U01100HP2019PTC007507,BUSHAHR FARMERS PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-06-19,Himachal Pradesh,1000000,100000,1100,"Agriculture, hunting and related service activities","12/20, VPO. DEOTHI, TEH- RAMPUR, SHIMLA , Shimla Unclassified HP 172022",RoC-Himachal Pradesh,VCHAUHAN.CO@GMAIL.COM,31-03-20,31-03-20
U01100HP2019PTC007517,LK FOODS AND BEVERAGES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-07-19,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","LPS FOOD PRODUCTS, PLOT NO 32, PHASE 3, INDUSTRIAL AREA, TAHLIWAL, HAROLI , Una Unclassified HP 174507",RoC-Himachal Pradesh,hpcorporateservices@gmail.com,NA,NA
U01100HP2019PTC007568,PARSHUASTRA AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-08-19,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE RAIL, POST OFF BALAG TEH THEOG HIMACHAL PRADESH , Shimla Unclassified HP 171226",RoC-Himachal Pradesh,rajeevjaggi@gmail.com,31-03-20,31-03-20
U01100HP2019PTC007629,THEOG AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-09-19,Himachal Pradesh,1000000,100000,1100,"Agriculture, hunting and related service activities","Mohinder S/o Sh. Hukmi ram 1141 DD SHIMLA , Shimla Unclassified HP 171201",RoC-Himachal Pradesh,Shimlafpo@gmail.com,NA,NA
U01100HP2020OPC008184,AGRIFUSE FOODS INDIA (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,02-11-20,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","PLOT NO. 14, 2412, UNA RAKKAR COLONY UNA , Una Unclassified HP 174303",RoC-Himachal Pradesh,trustallyinfo@gmail.com,NA,NA
U01100HP2020PLC007867,SIMPLELEAF ORGANICS INDIA LIMITED,Active,Public,Company limited by Shares,Non-govt company,20-04-20,Himachal Pradesh,700000,700000,1100,"Agriculture, hunting and related service activities","C/o Geeta Ram Sharma, Village Kanlog, Shampur-Chhandog (239), PO Gagal Shikore KANLOG , Sirmaur Unclassified HP 173001",RoC-Himachal Pradesh,palakdhall003@gmail.com,NA,NA
U01100HP2020PTC007850,KINNOUR FARMERS PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-03-20,Himachal Pradesh,1500000,957600,1100,"Agriculture, hunting and related service activities","LABRANG NIWAS, OPP DIET, TEHSIL KALPA RECKONGPEO , Kinnaur Unclassified HP 172107",RoC-Himachal Pradesh,fpo.kinnaur@gmail.com,NA,NA
U01100HP2020PTC007875,KRISHASEEDS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-05-20,Himachal Pradesh,1500000,1500000,1100,"Agriculture, hunting and related service activities","INDUSTRIAL AREA PHASE-III PLOT NO-21 SAULI KHAD MANDI , Mandi Unclassified HP 175001",RoC-Himachal Pradesh,SUKHBIRCA99@GMAIL.COM,NA,NA
U01100HP2020PTC008075,HIM FARMERS PRODUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-09-20,Himachal Pradesh,1000000,10000,1100,"Agriculture, hunting and related service activities","C/O HARSH PRASHAR, PO PIPLAAGE BHUNTAR KULLU , Kulu Unclassified HP 175125",RoC-Himachal Pradesh,harshprashar@gmail.com,NA,NA
U01100HP2020PTC008093,AGRORGANIC FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,18-09-20,Himachal Pradesh,1000000,10000,1100,"Agriculture, hunting and related service activities","C/o Ranbir Singh Rana Panjawar 2427 Tehsi Haroli Una , Una Unclassified HP 177208",RoC-Himachal Pradesh,anilrana2168@yahoo.com,NA,NA
U01100HP2020PTC008110,AMATR ORGANICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-09-20,Himachal Pradesh,500000,100000,1100,"Agriculture, hunting and related service activities","C/o SUBHASH CHAND LOWER DEPO 2221 Dharamshala A 176215 KANGRA , Kangra Unclassified HP 176215",RoC-Himachal Pradesh,akshay.iitr86@gmail.com,NA,NA
U01100HP2020PTC008134,HIMATARA SYSTEMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-10-20,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","A-4, Knolls Wood, Chhota Shimla-2 C/o 37, Lower Bazar Shimla , Shimla Unclassified HP 171002",RoC-Himachal Pradesh,himatara99@gmail.com,NA,NA
U01100HP2020PTC008152,SAI HIMGRO INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-10-20,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","2231 Vill. Aima, Palampur, Palampur , Kangra Unclassified HP 176061",RoC-Himachal Pradesh,udayrana1@gmail.com,NA,NA
U01100HP2020PTC008258,HIM AGRO FARMERS PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,09-12-20,Himachal Pradesh,500000,37000,1100,"Agriculture, hunting and related service activities","C/o Dhani Ram, VPO Saklana Tehshil Dharampur Mandi , Mandi Unclassified HP 175040",RoC-Himachal Pradesh,opsinghbiology07@gmail.com,NA,NA
U01100HP2020PTC008292,MAHESHWAR FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,30-12-20,Himachal Pradesh,1500000,500000,1100,"Agriculture, hunting and related service activities","C/O VIRENDER SINGH, VILL CHOLING, P.O. TAPRI, NICHAR , Kinnaur Unclassified HP 172104",RoC-Himachal Pradesh,hpcorporateservices@gmail.com,NA,NA
U01100HP2021PTC008305,OMNIEARTH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-01-21,Himachal Pradesh,1000000,1000000,1100,"Agriculture, hunting and related service activities","C/o Seeraj Katoch, Rani Sidhpur Bindravan Palampur , Kangra Unclassified HP 176061",RoC-Himachal Pradesh,Seerajkatoch@gmail.com,NA,NA
U01100HP2021PTC008332,ANKAA HIGHTECH AGRICULTURE SOLUTIONPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-02-21,Himachal Pradesh,100000,100000,1100,"Agriculture, hunting and related service activities","C/O DR. GOURAV KUMAR VILLAGE -BHALLON,POST OFFICE - THORA NURPUR , Kangra Unclassified HP 176201",RoC-Himachal Pradesh,vikasnurpur@gmail.com,NA,NA
U01100HP2021PTC008351,FAGUVALLEY AGRO FRESH PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,10-02-21,Himachal Pradesh,1500000,100000,1100,"Agriculture, hunting and related service activities","C/O SHIV DUTT SHARMA VPO CHEOG TEHSIL THEOG THEOG , Shimla Unclassified HP 171209",RoC-Himachal Pradesh,fpclfaguvalley@gmail.com,NA,NA
